education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,Sex_age,income
6.0,0.0,0.0,99.0,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male_25–60,<=50K
12.0,0.0,0.0,40.0,State-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,United-States,Female_25–60,>50K
13.0,7298.0,0.0,40.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
6.0,0.0,0.0,48.0,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Puerto-Rico,Male_25–60,<=50K
10.0,3325.0,0.0,45.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,20.0,Local-gov,Assoc-voc,Widowed,Protective-serv,Unmarried,Black,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Self-emp-not-inc,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,1.0,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,Female_<25,<=50K
13.0,0.0,0.0,45.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,United-States,Female_25–60,<=50K
8.0,0.0,3770.0,80.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Local-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Black,United-States,Male_25–60,<=50K
12.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Philippines,Male_25–60,<=50K
8.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,Male_>60,<=50K
9.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Germany,Female_25–60,<=50K
13.0,0.0,0.0,35.0,Private,Bachelors,Never-married,Sales,Other-relative,White,United-States,Female_25–60,<=50K
4.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Exec-managerial,Wife,White,United-States,Female_25–60,<=50K
11.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,35.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,12th,Never-married,Transport-moving,Own-child,White,United-States,Male_<25,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male_<25,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Widowed,Priv-house-serv,Unmarried,Black,United-States,Female_25–60,<=50K
11.0,0.0,0.0,40.0,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,United-States,Male_25–60,<=50K
11.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Dominican-Republic,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Jamaica,Male_<25,<=50K
13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,United-States,Female_25–60,<=50K
9.0,99999.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male_>60,<=50K
11.0,0.0,0.0,45.0,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,50.0,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,El-Salvador,Male_<25,<=50K
11.0,0.0,0.0,33.49817,Private,Some-college,Divorced,Tech-support,Own-child,White,United-States,Male_<25,<=50K
10.0,0.0,0.0,40.0,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Unmarried,Black,United-States,Male_25–60,<=50K
16.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
11.0,0.0,0.0,35.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Local-gov,Some-college,Widowed,Prof-specialty,Not-in-family,White,United-States,Female_25–60,<=50K
11.0,0.0,0.0,99.0,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,40.0,Local-gov,Bachelors,Separated,Prof-specialty,Wife,Asian-Pac-Islander,United-States,Female_25–60,>50K
10.0,0.0,0.0,43.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Mexico,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,Male_<25,<=50K
13.0,0.0,0.0,48.0,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,United-States,Female_25–60,<=50K
7.0,0.0,0.0,40.0,Private,11th,Never-married,Priv-house-serv,Unmarried,White,Mexico,Female_<25,<=50K
13.0,0.0,0.0,40.0,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Female_25–60,<=50K
13.0,0.0,0.0,40.0,Local-gov,Prof-school,Married-civ-spouse,Protective-serv,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,Female_25–60,>50K
7.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,Male_25–60,<=50K
9.0,99999.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Taiwan,Female_25–60,>50K
10.0,0.0,0.0,48.0,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,12th,Never-married,Farming-fishing,Not-in-family,White,United-States,Male_<25,<=50K
10.0,0.0,0.0,40.0,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,United-States,Female_25–60,<=50K
13.0,0.0,1977.0,43.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,Female_25–60,>50K
9.0,0.0,0.0,40.0,Private,HS-grad,Widowed,Adm-clerical,Own-child,White,United-States,Female_25–60,<=50K
1.0,0.0,0.0,40.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,1.0,Private,Some-college,Never-married,Farming-fishing,Own-child,White,United-States,Male_<25,<=50K
11.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
12.0,0.0,0.0,35.0,Self-emp-not-inc,Bachelors,Divorced,Protective-serv,Not-in-family,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,20.0,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,Male_<25,<=50K
13.0,0.0,0.0,70.0,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Sales,Own-child,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Federal-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,State-gov,Some-college,Widowed,Prof-specialty,Unmarried,White,United-States,Female_25–60,<=50K
10.0,0.0,0.0,40.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male_25–60,<=50K
14.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Philippines,Male_25–60,>50K
12.0,0.0,0.0,50.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,United-States,Male_<25,<=50K
12.0,0.0,0.0,40.0,Local-gov,Assoc-voc,Married-spouse-absent,Protective-serv,Not-in-family,White,Ecuador,Male_25–60,>50K
10.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,United-States,Female_>60,<=50K
7.0,0.0,0.0,50.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,United-States,Male_25–60,<=50K
11.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,Female_<25,<=50K
10.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,Female_25–60,>50K
11.211463,0.0,0.0,40.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Germany,Female_<25,<=50K
10.0,0.0,0.0,20.0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,Female_<25,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Prof-specialty,Unmarried,White,Ecuador,Female_25–60,<=50K
10.0,0.0,0.0,50.0,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,99.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,43.0,Private,Some-college,Separated,Craft-repair,Not-in-family,Black,Mexico,Male_25–60,>50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
14.0,99999.0,0.0,40.0,State-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,HS-grad,Widowed,Adm-clerical,Wife,White,United-States,Female_25–60,<=50K
13.0,0.0,0.0,40.0,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,United-States,Male_25–60,<=50K
10.0,0.0,0.0,48.0,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,India,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,50.0,Self-emp-inc,Bachelors,Never-married,Adm-clerical,Own-child,White,United-States,Female_25–60,<=50K
11.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Craft-repair,Own-child,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,Female_<25,<=50K
9.0,0.0,0.0,25.0,Private,11th,Separated,Sales,Own-child,White,United-States,Female_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,25.0,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,Male_<25,<=50K
4.0,0.0,0.0,40.0,Private,9th,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,El-Salvador,Male_<25,<=50K
11.0,0.0,0.0,40.0,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,Female_25–60,<=50K
7.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Jamaica,Female_25–60,<=50K
9.0,0.0,3770.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
12.0,0.0,0.0,40.0,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Female_25–60,>50K
11.0,0.0,0.0,40.0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,United-States,Male_25–60,<=50K
16.0,0.0,0.0,32.0,Local-gov,Bachelors,Separated,Protective-serv,Unmarried,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Philippines,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,9th,Separated,Other-service,Unmarried,Black,United-States,Female_25–60,<=50K
10.0,0.0,0.0,40.0,State-gov,Assoc-acdm,Never-married,Other-service,Unmarried,White,China,Female_25–60,<=50K
9.0,0.0,0.0,1.0,Private,Some-college,Divorced,Other-service,Unmarried,White,United-States,Female_>60,<=50K
13.0,0.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,11th,Divorced,Priv-house-serv,Not-in-family,White,United-States,Female_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Assoc-voc,Married-spouse-absent,Other-service,Husband,Asian-Pac-Islander,Mexico,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Adm-clerical,Own-child,White,United-States,Female_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,Male_<25,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,United-States,Male_25–60,<=50K
5.0,0.0,0.0,40.0,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Mexico,Male_<25,<=50K
9.0,0.0,0.0,40.0,Private,10th,Divorced,Craft-repair,Not-in-family,White,United-States,Male_<25,<=50K
9.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,United-States,Male_25–60,<=50K
2.0,0.0,0.0,35.0,Private,7th-8th,Divorced,Other-service,Unmarried,Black,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,United-States,Female_<25,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Separated,Other-service,Unmarried,Black,United-States,Female_25–60,<=50K
13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Female_25–60,>50K
12.0,0.0,3770.0,40.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,60.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,United-States,Male_25–60,<=50K
13.0,0.0,0.0,56.0,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,United-States,Male_>60,<=50K
13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Female_25–60,<=50K
9.0,99999.0,0.0,99.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,United-States,Male_25–60,>50K
11.0,0.0,0.0,45.0,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Portugal,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Female_25–60,<=50K
11.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Philippines,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,35.0,Private,HS-grad,Never-married,Other-service,Unmarried,Black,United-States,Female_25–60,<=50K
13.0,0.0,0.0,40.0,Local-gov,Bachelors,Never-married,Adm-clerical,Unmarried,White,United-States,Female_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,40.0,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,United-States,Female_25–60,<=50K
10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,<=50K
12.0,0.0,0.0,40.0,Private,Assoc-voc,Divorced,Adm-clerical,Wife,White,United-States,Female_25–60,<=50K
16.0,99999.0,0.0,40.0,Local-gov,Masters,Never-married,Prof-specialty,Unmarried,White,United-States,Female_25–60,>50K
13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,United-States,Male_>60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,<=50K
10.0,99999.0,0.0,55.0,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,United-States,Male_25–60,<=50K
12.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Not-in-family,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,60.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Self-emp-inc,12th,Never-married,Farming-fishing,Own-child,White,Mexico,Male_<25,<=50K
13.0,0.0,0.0,50.0,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
1.0,0.0,0.0,38.0,Private,12th,Widowed,Other-service,Not-in-family,White,Mexico,Male_>60,<=50K
9.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
5.0,0.0,0.0,32.0,Private,HS-grad,Widowed,Priv-house-serv,Unmarried,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,>50K
7.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Transport-moving,Other-relative,White,United-States,Male_<25,<=50K
12.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-acdm,Widowed,Other-service,Husband,White,United-States,Male_>60,<=50K
9.0,0.0,0.0,55.0,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,United-States,Male_25–60,<=50K
6.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
1.0,0.0,0.0,40.0,Private,9th,Separated,Machine-op-inspct,Unmarried,White,United-States,Male_25–60,<=50K
9.0,0.0,3770.0,42.366604,State-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,12th,Married-spouse-absent,Sales,Not-in-family,White,United-States,Female_>60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Transport-moving,Own-child,White,United-States,Male_<25,<=50K
10.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,United-States,Male_25–60,<=50K
9.0,0.0,0.0,1.0,Self-emp-not-inc,Some-college,Never-married,Other-service,Own-child,White,United-States,Male_<25,<=50K
9.0,0.0,0.0,40.0,Private,1st-4th,Married-civ-spouse,Sales,Husband,White,China,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,Female_<25,<=50K
9.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,45.0,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,32.0,State-gov,Some-college,Never-married,Adm-clerical,Other-relative,Black,United-States,Female_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Assoc-voc,Never-married,Sales,Wife,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,55.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,42.0,Private,Some-college,Divorced,Other-service,Not-in-family,White,United-States,Female_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
12.0,0.0,0.0,40.0,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,40.0,Private,Bachelors,Separated,Sales,Unmarried,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,United-States,Female_25–60,>50K
9.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
