education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,Sex_age,income
10.0,0.0,0.0,20.0,Self-emp-not-inc,Some-college,Divorced,Sales,Unmarried,White,United-States,Female_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,India,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,United-States,Male_25–60,<=50K
12.0,0.0,0.0,20.0,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,United-States,Female_25–60,<=50K
12.0,0.0,0.0,35.0,Local-gov,Some-college,Never-married,Other-service,Not-in-family,White,United-States,Female_<25,<=50K
4.0,0.0,0.0,40.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male_25–60,<=50K
6.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_>60,<=50K
9.0,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
1.0,0.0,0.0,35.0,Self-emp-not-inc,11th,Widowed,Farming-fishing,Not-in-family,White,Mexico,Male_>60,<=50K
10.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,State-gov,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male_25–60,>50K
10.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
7.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
6.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Trinadad&Tobago,Male_25–60,<=50K
9.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,Female_25–60,<=50K
7.0,0.0,0.0,40.0,Private,5th-6th,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Mexico,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,United-States,Female_25–60,<=50K
1.0,0.0,0.0,40.0,Private,7th-8th,Married-civ-spouse,Craft-repair,Own-child,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,United-States,Male_25–60,<=50K
6.0,0.0,0.0,40.0,Private,7th-8th,Married-civ-spouse,Priv-house-serv,Husband,Black,United-States,Male_25–60,<=50K
11.0,0.0,0.0,20.0,Private,Bachelors,Never-married,Other-service,Own-child,White,United-States,Female_<25,<=50K
9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
15.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Female_25–60,>50K
9.0,0.0,3175.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,>50K
11.0,0.0,0.0,40.0,Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,United-States,Male_25–60,>50K
13.0,99999.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Masters,Never-married,Prof-specialty,Own-child,White,United-States,Male_25–60,<=50K
7.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Transport-moving,Husband,Black,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_>60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,United-States,Male_25–60,<=50K
11.0,0.0,0.0,40.0,State-gov,Some-college,Never-married,Protective-serv,Own-child,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Mexico,Male_<25,<=50K
13.0,0.0,0.0,38.0,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male_25–60,>50K
7.0,0.0,0.0,60.0,Private,9th,Divorced,Other-service,Not-in-family,Black,United-States,Female_25–60,<=50K
7.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,Female_25–60,<=50K
10.0,0.0,0.0,40.0,Self-emp-inc,Some-college,Never-married,Sales,Own-child,White,United-States,Male_<25,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male_25–60,<=50K
14.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,<=50K
11.0,0.0,0.0,40.0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,United-States,Female_25–60,>50K
7.0,0.0,0.0,40.0,Private,11th,Widowed,Priv-house-serv,Not-in-family,White,United-States,Female_>60,<=50K
9.0,0.0,0.0,35.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,Male_<25,<=50K
13.0,0.0,0.0,1.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Female_<25,<=50K
13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Own-child,Black,United-States,Male_<25,<=50K
10.0,0.0,0.0,40.0,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,Black,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,El-Salvador,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,United-States,Male_25–60,>50K
7.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,<=50K
10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,Male_25–60,<=50K
11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
13.0,0.0,0.0,40.0,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,United-States,Female_<25,<=50K
6.0,0.0,0.0,1.0,Private,5th-6th,Never-married,Other-service,Own-child,White,El-Salvador,Male_<25,<=50K
9.0,0.0,0.0,55.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,United-States,Male_25–60,<=50K
13.0,0.0,0.0,40.0,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,45.0,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,50.0,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male_25–60,<=50K
14.0,0.0,0.0,41.0,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male_25–60,>50K
11.0,0.0,0.0,40.0,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,United-States,Female_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,72.0,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,>50K
12.0,0.0,0.0,40.0,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Female_25–60,<=50K
12.0,0.0,0.0,99.0,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male_25–60,>50K
11.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,United-States,Female_<25,<=50K
9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,Male_25–60,<=50K
9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male_25–60,<=50K
