workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,Sex_age,income
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,3659,0,23,South,Male_>60,<=50K
Private,10th,7,Never-married,Craft-repair,Not-in-family,Black,8,0,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,8,0,40,United-States,Male_>60,>50K
Private,1st-4th,3,Divorced,Priv-house-serv,Not-in-family,White,-1,0,40,Guatemala,Male_25–60,<=50K
Federal-gov,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,-1,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,2,0,40,Philippines,Female_25–60,<=50K
Private,HS-grad,9,Separated,Other-service,Not-in-family,White,-1,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Farming-fishing,Own-child,White,2,0,21,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,-4,0,40,Canada,Male_>60,<=50K
Without-pay,Some-college,5,Never-married,Farming-fishing,Not-in-family,White,-2,0,40,United-States,Male_>60,<=50K
State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,3878,0,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Tech-support,Not-in-family,White,11,0,58,United-States,Female_25–60,>50K
Federal-gov,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,40,United-States,Male_25–60,>50K
Local-gov,Some-college,10,Never-married,Other-service,Own-child,White,-9,0,38,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,5,0,117,Germany,Female_25–60,<=50K
Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,6,0,48,United-States,Male_25–60,<=50K
Private,HS-grad,9,Widowed,Farming-fishing,Unmarried,White,4,0,37,United-States,Female_>60,<=50K
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,12,0,58,United-States,Male_25–60,>50K
Private,10th,7,Divorced,Machine-op-inspct,Not-in-family,White,0,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Unmarried,White,9,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,10,0,40,Puerto-Rico,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,2,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,3,0,40,United-States,Male_25–60,<=50K
Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,3344,0,40,United-States,Female_25–60,<=50K
Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,-2,0,58,United-States,Male_25–60,<=50K
Local-gov,Some-college,10,Widowed,Other-service,Unmarried,Black,1,0,40,United-States,Female_25–60,<=50K
Local-gov,12th,7,Widowed,Adm-clerical,Unmarried,Black,-1,0,21,United-States,Female_>60,<=50K
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,-6,0,40,United-States,Female_25–60,>50K
Private,12th,8,Divorced,Adm-clerical,Own-child,Black,-1,0,40,United-States,Female_25–60,<=50K
Without-pay,Some-college,10,Never-married,Other-service,Own-child,White,-7,0,22,United-States,Male_<25,<=50K
Self-emp-inc,Doctorate,16,Married-civ-spouse,Sales,Husband,White,7659,0,48,United-States,Male_25–60,>50K
Private,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,Other,3,0,38,Puerto-Rico,Female_<25,<=50K
Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,4,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,Some-college,10,Never-married,Farming-fishing,Other-relative,White,6,0,40,United-States,Female_<25,<=50K
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,8,0,58,India,Male_25–60,>50K
Private,10th,4,Married-civ-spouse,Craft-repair,Husband,White,-1,0,38,United-States,Male_>60,<=50K
Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,5,0,40,United-States,Female_25–60,<=50K
Private,Some-college,7,Never-married,Farming-fishing,Own-child,White,-2,0,20,United-States,Male_<25,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,0,0,58,United-States,Male_<25,<=50K
State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,7,0,25,United-States,Female_25–60,>50K
Private,Some-college,9,Divorced,Other-service,Own-child,Black,8,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-3,0,58,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,2,0,40,United-States,Female_25–60,<=50K
State-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,3828,0,40,United-States,Male_25–60,>50K
Local-gov,10th,7,Never-married,Other-service,Not-in-family,White,5,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,5,0,40,Laos,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,2,0,40,Cuba,Male_25–60,<=50K
Private,10th,5,Never-married,Other-service,Own-child,White,-1,0,36,United-States,Male_<25,<=50K
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,12,0,40,United-States,Female_>60,>50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,1,0,40,United-States,Male_<25,<=50K
Private,Masters,14,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,12,0,40,Philippines,Male_25–60,>50K
Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,2,0,22,United-States,Male_25–60,<=50K
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,-11,1852,58,United-States,Male_25–60,<=50K
Private,9th,5,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,7,0,39,India,Male_25–60,<=50K
Private,HS-grad,9,Separated,Adm-clerical,Own-child,White,1,0,47,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,12,0,56,United-States,Male_25–60,>50K
Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,2,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Never-married,Adm-clerical,Own-child,White,5,0,24,United-States,Female_<25,<=50K
Self-emp-not-inc,11th,7,Widowed,Prof-specialty,Unmarried,White,-5,0,21,United-States,Female_25–60,<=50K
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,White,7,0,40,United-States,Female_25–60,>50K
Private,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,-5,0,40,United-States,Female_>60,>50K
Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,3,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Divorced,Adm-clerical,Husband,White,10,0,40,United-States,Male_25–60,>50K
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,1,0,36,United-States,Male_<25,<=50K
Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,-6,0,39,United-States,Male_>60,<=50K
Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,6,0,110,United-States,Male_>60,<=50K
Self-emp-not-inc,Some-college,10,Divorced,Sales,Not-in-family,White,5,0,61,United-States,Female_25–60,<=50K
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,-4,0,40,United-States,Female_25–60,<=50K
Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,-8,0,40,United-States,Female_>60,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,5,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,-9,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Widowed,Other-service,Unmarried,White,8,0,40,United-States,Female_>60,<=50K
Local-gov,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,7,0,40,United-States,Female_25–60,<=50K
State-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,0,0,48,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,5,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,Other,-2,0,23,United-States,Female_<25,<=50K
Private,Assoc-voc,9,Never-married,Exec-managerial,Not-in-family,White,3465,0,40,United-States,Male_25–60,<=50K
Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,7,0,57,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,4,0,40,Philippines,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,4,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,4,0,48,United-States,Male_>60,>50K
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,7,0,39,United-States,Male_<25,<=50K
Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,-1,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,4,0,36,United-States,Male_<25,<=50K
Private,5th-6th,3,Married-civ-spouse,Sales,Wife,White,-3,0,57,Mexico,Female_25–60,<=50K
Federal-gov,Masters,9,Never-married,Prof-specialty,Not-in-family,White,7,0,57,United-States,Female_25–60,>50K
Self-emp-not-inc,Assoc-voc,11,Never-married,Craft-repair,Husband,Black,-6,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,3530,0,61,Greece,Male_>60,<=50K
Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,5,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,12,0,40,Ecuador,Female_<25,<=50K
Self-emp-inc,10th,6,Widowed,Craft-repair,Unmarried,White,8,0,36,United-States,Female_25–60,<=50K
Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,-2,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Not-in-family,White,-4,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Other-relative,White,5,0,37,United-States,Female_<25,<=50K
Self-emp-not-inc,12th,16,Married-civ-spouse,Sales,Husband,White,6,0,57,Dominican-Republic,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Other-relative,White,-3,0,57,United-States,Male_<25,<=50K
Private,Bachelors,10,Married-civ-spouse,Adm-clerical,Husband,White,-2,0,37,United-States,Male_25–60,<=50K
Federal-gov,HS-grad,9,Married-civ-spouse,Sales,Husband,White,-1,0,39,Canada,Male_25–60,>50K
Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,10,1,59,United-States,Male_25–60,>50K
Local-gov,10th,7,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,7,0,57,United-States,Male_25–60,<=50K
Private,11th,7,Divorced,Priv-house-serv,Not-in-family,Black,3566,0,38,Jamaica,Female_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,1,0,40,United-States,Male_25–60,<=50K
Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,4,0,40,Mexico,Female_>60,<=50K
Private,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,Black,4,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,-1,0,56,United-States,Female_25–60,<=50K
Private,Assoc-voc,11,Never-married,Other-service,Other-relative,White,-1,0,40,Mexico,Female_<25,<=50K
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,6,1,59,United-States,Male_25–60,>50K
State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,0,0,22,United-States,Female_25–60,<=50K
Local-gov,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,3,0,40,United-States,Male_25–60,<=50K
Private,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,4,0,40,United-States,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,3,0,58,United-States,Male_25–60,<=50K
Private,10th,5,Married-spouse-absent,Handlers-cleaners,Own-child,White,5,0,37,United-States,Female_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,4017,1,40,Ireland,Male_>60,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,7,0,40,United-States,Male_<25,<=50K
Private,Masters,14,Never-married,Protective-serv,Other-relative,Black,5,0,40,Trinadad&Tobago,Female_<25,<=50K
Private,1st-4th,2,Widowed,Priv-house-serv,Other-relative,Asian-Pac-Islander,-6,0,25,Puerto-Rico,Female_>60,<=50K
Private,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,-2,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,5,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Sales,Own-child,White,1,0,39,United-States,Female_<25,<=50K
Local-gov,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,0,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Separated,Handlers-cleaners,Not-in-family,White,-5,0,109,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,2,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,8,0,40,Philippines,Male_25–60,>50K
Local-gov,Masters,14,Divorced,Handlers-cleaners,Not-in-family,Black,-5,0,56,United-States,Male_<25,<=50K
Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,-8,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,-4,0,38,United-States,Male_>60,<=50K
State-gov,7th-8th,4,Divorced,Protective-serv,Not-in-family,White,6,0,40,United-States,Male_25–60,<=50K
Private,Assoc-voc,11,Never-married,Exec-managerial,Husband,White,7,0,40,United-States,Male_25–60,<=50K
Private,Masters,4,Never-married,Sales,Unmarried,White,3,0,57,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,1,0,39,United-States,Male_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,2,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,7,0,40,United-States,Male_25–60,>50K
Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,6,0,48,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,4,0,58,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,0,0,40,United-States,Male_<25,<=50K
Private,Some-college,5,Never-married,Other-service,Wife,White,4,0,47,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,3,0,24,United-States,Female_>60,<=50K
State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Black,7,0,40,United-States,Female_<25,<=50K
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,3,0,80,Mexico,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,2,0,39,United-States,Male_25–60,<=50K
Private,11th,7,Divorced,Craft-repair,Own-child,White,-1,0,24,United-States,Male_>60,<=50K
Private,12th,8,Divorced,Priv-house-serv,Own-child,White,2,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Sales,Not-in-family,White,0,0,56,Mexico,Female_<25,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Unmarried,White,0,2061,36,United-States,Female_25–60,>50K
Private,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,-3,0,39,United-States,Female_<25,<=50K
Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,59,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,7612,0,40,United-States,Male_25–60,>50K
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,1,0,106,United-States,Female_25–60,<=50K
Private,HS-grad,9,Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,3,0,39,United-States,Female_25–60,<=50K
Private,1st-4th,3,Widowed,Priv-house-serv,Not-in-family,White,-2,0,39,Guatemala,Female_25–60,<=50K
Private,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,6,0,40,United-States,Male_25–60,>50K
Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,4,0,40,Nicaragua,Female_25–60,<=50K
Private,9th,4,Married-civ-spouse,Sales,Husband,White,-7,0,40,United-States,Male_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,4,0,40,Vietnam,Male_25–60,<=50K
Private,Some-college,10,Divorced,Other-service,Own-child,White,3,0,36,United-States,Female_<25,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,-9,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,1,0,22,China,Female_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,5,0,40,United-States,Male_>60,<=50K
Self-emp-not-inc,Some-college,14,Never-married,Sales,Unmarried,White,0,0,36,United-States,Female_25–60,<=50K
Private,7th-8th,2,Divorced,Handlers-cleaners,Not-in-family,White,1,0,40,El-Salvador,Female_25–60,<=50K
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,9,0,38,United-States,Male_25–60,<=50K
Private,HS-grad,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,-2,0,37,United-States,Female_>60,<=50K
Private,9th,5,Separated,Other-service,Other-relative,White,1,0,35,Cuba,Female_25–60,<=50K
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,-2,0,40,United-States,Female_>60,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,5,0,22,United-States,Male_>60,<=50K
Private,Some-college,13,Never-married,Prof-specialty,Not-in-family,White,-4,1848,40,United-States,Female_25–60,<=50K
Private,Doctorate,16,Married-spouse-absent,Craft-repair,Unmarried,White,2,0,57,United-States,Male_25–60,<=50K
Private,Prof-school,13,Married-civ-spouse,Exec-managerial,Husband,White,4,1,48,China,Male_25–60,>50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-2,0,79,Iran,Male_25–60,<=50K
Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,11,0,40,United-States,Male_25–60,<=50K
State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Black,3,0,40,United-States,Female_25–60,<=50K
Private,9th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,-1,0,40,United-States,Female_25–60,>50K
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,-3,0,40,United-States,Female_25–60,>50K
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,-2,0,40,United-States,Male_25–60,>50K
Local-gov,HS-grad,10,Married-civ-spouse,Other-service,Wife,White,2,0,25,United-States,Female_25–60,>50K
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,5,0,48,United-States,Male_25–60,<=50K
Private,HS-grad,9,Separated,Other-service,Not-in-family,White,3834,0,111,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Other-service,Own-child,White,-3,0,40,United-States,Male_<25,<=50K
Local-gov,Masters,14,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,2,0,113,United-States,Male_25–60,>50K
State-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,-1,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,11,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,Some-college,9,Divorced,Farming-fishing,Not-in-family,White,3594,0,56,United-States,Male_25–60,<=50K
Federal-gov,Masters,14,Married-civ-spouse,Armed-Forces,Husband,White,-3,0,24,United-States,Male_>60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,-6,0,40,United-States,Male_25–60,<=50K
Private,Masters,14,Never-married,Prof-specialty,Own-child,White,-3,0,40,United-States,Male_25–60,<=50K
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,5,0,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,-5,0,47,United-States,Male_25–60,>50K
Local-gov,Some-college,10,Divorced,Protective-serv,Not-in-family,White,4,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,-6,0,47,United-States,Male_>60,<=50K
Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,0,0,40,United-States,Male_25–60,<=50K
