workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,Sex_age,income
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,0,0,58,United-States,Male_25–60,>50K
Local-gov,HS-grad,12,Widowed,Adm-clerical,Unmarried,White,14840,0,38,United-States,Female_>60,<=50K
State-gov,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,1,0,40,Thailand,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,2,0,40,United-States,Female_25–60,<=50K
Federal-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,-2,0,35,United-States,Female_>60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-8,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,4,0,38,United-States,Male_<25,<=50K
Private,Some-college,10,Separated,Transport-moving,Other-relative,White,6,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,7,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,White,1,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,40,United-States,Male_>60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,40,United-States,Female_25–60,>50K
Federal-gov,Some-college,10,Divorced,Other-service,Unmarried,Black,4,0,40,United-States,Female_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,-5,0,40,United-States,Male_25–60,<=50K
Private,10th,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,4,0,21,Hong,Female_25–60,<=50K
Private,HS-grad,9,Separated,Transport-moving,Unmarried,White,-5,0,39,United-States,Female_25–60,<=50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,3,0,57,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,2,0,40,United-States,Male_25–60,<=50K
Without-pay,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,-2,0,58,United-States,Male_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,5,0,40,United-States,Male_25–60,<=50K
Without-pay,HS-grad,9,Never-married,Farming-fishing,Own-child,White,-7,0,39,United-States,Male_<25,<=50K
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,2,0,40,United-States,Male_25–60,>50K
Self-emp-inc,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,-2,0,113,United-States,Female_>60,<=50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,10,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,3974,0,26,United-States,Female_>60,<=50K
Self-emp-not-inc,9th,4,Married-spouse-absent,Farming-fishing,Not-in-family,White,14992,0,48,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,3,0,38,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Unmarried,White,4,0,57,United-States,Male_<25,<=50K
Self-emp-not-inc,Bachelors,14,Married-civ-spouse,Exec-managerial,Husband,White,-7,0,22,United-States,Male_>60,<=50K
Local-gov,HS-grad,4,Married-civ-spouse,Protective-serv,Husband,White,-5,0,40,United-States,Male_>60,<=50K
Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,-3,0,40,United-States,Male_25–60,<=50K
Private,Assoc-voc,14,Married-civ-spouse,Sales,Husband,White,0,0,39,Dominican-Republic,Male_25–60,>50K
Private,9th,5,Divorced,Craft-repair,Unmarried,Other,3,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Separated,Transport-moving,Unmarried,Other,9,0,40,United-States,Male_25–60,>50K
Private,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,4,1863,39,United-States,Male_25–60,>50K
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,1,0,57,United-States,Female_25–60,<=50K
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,37,United-States,Male_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,3,0,40,United-States,Female_25–60,<=50K
Local-gov,Some-college,10,Divorced,Other-service,Unmarried,White,3,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Never-married,Sales,Own-child,Black,3,0,21,United-States,Female_<25,<=50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,4,0,22,United-States,Male_<25,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,9,0,22,United-States,Female_<25,<=50K
Federal-gov,Bachelors,13,Widowed,Exec-managerial,Wife,White,-3,0,40,United-States,Female_>60,<=50K
Private,Masters,14,Divorced,Other-service,Unmarried,White,3409,0,58,United-States,Female_25–60,>50K
Private,Some-college,10,Divorced,Adm-clerical,Own-child,White,6,0,40,United-States,Female_25–60,<=50K
Private,Preschool,1,Separated,Other-service,Not-in-family,White,1,0,38,Mexico,Male_25–60,<=50K
Self-emp-not-inc,Assoc-voc,16,Married-civ-spouse,Craft-repair,Husband,White,7,0,40,United-States,Male_25–60,<=50K
State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,White,10,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,5,0,38,United-States,Male_>60,<=50K
Private,1st-4th,3,Never-married,Prof-specialty,Not-in-family,White,9,0,38,Guatemala,Female_25–60,<=50K
Private,Some-college,11,Married-civ-spouse,Adm-clerical,Husband,White,-5,0,57,England,Female_>60,<=50K
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,7,0,40,United-States,Male_>60,>50K
State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,-8,0,40,United-States,Male_>60,<=50K
Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,White,9,0,57,United-States,Female_25–60,<=50K
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,1,0,40,United-States,Male_25–60,>50K
Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,4,0,40,Hungary,Male_>60,<=50K
Federal-gov,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,15155,0,57,Ireland,Male_25–60,>50K
Private,Doctorate,16,Married-civ-spouse,Machine-op-inspct,Husband,White,2,1,47,United-States,Male_25–60,<=50K
Federal-gov,Assoc-voc,11,Married-spouse-absent,Adm-clerical,Not-in-family,White,-3,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,3710,0,40,Cuba,Male_<25,<=50K
Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,2,1863,40,United-States,Male_25–60,<=50K
Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,5,0,40,Nicaragua,Male_25–60,<=50K
Self-emp-inc,Some-college,10,Never-married,Farming-fishing,Other-relative,White,0,0,61,United-States,Male_>60,<=50K
Self-emp-not-inc,10th,4,Never-married,Other-service,Other-relative,White,4,0,40,United-States,Female_25–60,<=50K
Private,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,1,0,36,United-States,Female_>60,<=50K
Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,Black,3412,0,40,United-States,Female_25–60,<=50K
Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,4,0,40,United-States,Male_25–60,<=50K
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,-3,0,40,United-States,Male_25–60,<=50K
Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,-1,0,40,England,Female_25–60,<=50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,15064,0,58,United-States,Male_25–60,>50K
Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,10,0,40,Laos,Male_25–60,>50K
Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,-1,0,47,United-States,Male_>60,<=50K
Private,Assoc-voc,10,Divorced,Tech-support,Unmarried,White,1,0,40,United-States,Female_25–60,>50K
Self-emp-not-inc,11th,7,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,4,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Masters,4,Never-married,Farming-fishing,Not-in-family,White,7,0,39,Ireland,Male_>60,<=50K
Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,-1,0,58,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,-7,0,40,India,Male_25–60,>50K
Private,HS-grad,9,Never-married,Other-service,Husband,Black,7,1,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,7,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,-4,0,59,United-States,Male_25–60,>50K
Self-emp-not-inc,Masters,14,Married-AF-spouse,Transport-moving,Husband,White,12,0,104,United-States,Male_25–60,>50K
Self-emp-not-inc,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,2,0,40,United-States,Female_>60,<=50K
Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Wife,White,4,0,22,United-States,Female_25–60,>50K
Private,Masters,14,Never-married,Other-service,Not-in-family,White,-2,0,39,United-States,Female_25–60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,4,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,-8,0,40,United-States,Male_<25,<=50K
Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,5,0,40,United-States,Male_25–60,<=50K
Private,7th-8th,4,Widowed,Craft-repair,Not-in-family,White,4,0,47,United-States,Female_>60,<=50K
Private,11th,7,Never-married,Other-service,Own-child,White,1,0,21,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,0,0,40,United-States,Male_25–60,<=50K
Federal-gov,Some-college,10,Separated,Adm-clerical,Not-in-family,White,6,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,-4,0,38,United-States,Male_>60,<=50K
Private,9th,4,Married-civ-spouse,Farming-fishing,Husband,White,3515,0,24,United-States,Male_>60,<=50K
Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,0,0,58,United-States,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Other-service,Own-child,Amer-Indian-Eskimo,-2,0,40,El-Salvador,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,3285,0,55,United-States,Male_25–60,>50K
Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,-3,0,40,Mexico,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,4,0,40,Poland,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,5,0,40,Haiti,Male_25–60,<=50K
Private,HS-grad,9,Widowed,Exec-managerial,Other-relative,White,3,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,3768,0,40,Vietnam,Male_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,0,0,24,United-States,Female_>60,<=50K
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,-2,0,40,Japan,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,8,0,40,United-States,Male_25–60,<=50K
Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,6,0,48,United-States,Male_25–60,<=50K
Federal-gov,Some-college,10,Widowed,Adm-clerical,Unmarried,White,-4,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,-3,1,40,United-States,Female_>60,<=50K
Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,3,0,40,United-States,Male_<25,<=50K
Private,Doctorate,16,Never-married,Prof-specialty,Unmarried,Other,5,0,40,Ecuador,Male_25–60,<=50K
State-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,-2,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,8,0,26,United-States,Female_<25,<=50K
Self-emp-inc,Bachelors,9,Married-civ-spouse,Transport-moving,Husband,White,3,0,62,United-States,Male_25–60,>50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,1,0,40,United-States,Female_25–60,<=50K
Private,11th,7,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,-2,0,40,United-States,Male_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,-6,0,58,United-States,Female_25–60,>50K
Private,10th,13,Never-married,Adm-clerical,Not-in-family,White,-5,0,47,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-2,0,40,United-States,Male_>60,<=50K
Self-emp-not-inc,10th,7,Never-married,Farming-fishing,Not-in-family,White,1,0,57,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,10,0,38,United-States,Male_25–60,<=50K
Self-emp-inc,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,3,0,40,United-States,Male_25–60,>50K
State-gov,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Husband,White,-2,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Divorced,Other-service,Unmarried,White,7,0,40,United-States,Female_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,7554,0,41,United-States,Female_25–60,>50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,0,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Separated,Protective-serv,Not-in-family,Black,4,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,-3,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Never-married,Sales,Own-child,White,0,0,22,United-States,Female_<25,<=50K
Private,HS-grad,9,Separated,Exec-managerial,Other-relative,Amer-Indian-Eskimo,-2,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,1,1,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Divorced,Sales,Not-in-family,White,0,0,40,United-States,Female_25–60,>50K
Self-emp-inc,HS-grad,9,Divorced,Sales,Unmarried,White,6,0,47,United-States,Female_25–60,>50K
Private,HS-grad,9,Never-married,Sales,Not-in-family,White,8,0,40,United-States,Male_25–60,<=50K
Private,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,0,0,40,Mexico,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,7,0,40,United-States,Female_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,8,0,40,United-States,Male_25–60,>50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,14,0,59,United-States,Male_25–60,>50K
State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,-3,0,40,United-States,Female_25–60,<=50K
State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,14,0,40,United-States,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Other-service,Wife,White,5,1852,40,United-States,Female_25–60,>50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,-2,0,54,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,7552,0,60,United-States,Male_25–60,>50K
Private,7th-8th,7,Married-civ-spouse,Adm-clerical,Husband,White,4,0,38,United-States,Male_>60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,7,0,40,United-States,Male_25–60,<=50K
Local-gov,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,0,0,41,United-States,Female_25–60,<=50K
Private,9th,4,Never-married,Other-service,Not-in-family,White,-3,0,37,United-States,Female_25–60,<=50K
