workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,Sex_age,income
Local-gov,Masters,14,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,0,0,24,United-States,Female_>60,<=50K
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Prof-school,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,3,0,40,United-States,Male_25–60,>50K
Private,12th,7,Never-married,Other-service,Other-relative,White,2,0,39,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,7,0,40,United-States,Male_<25,<=50K
Self-emp-not-inc,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,14985,0,57,United-States,Male_25–60,>50K
Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,6,0,40,United-States,Female_25–60,<=50K
Private,Preschool,1,Never-married,Sales,Not-in-family,White,10,0,40,United-States,Female_25–60,<=50K
Private,10th,7,Married-civ-spouse,Craft-repair,Husband,Black,-1,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,5,0,57,United-States,Male_25–60,<=50K
Self-emp-not-inc,Some-college,10,Married-spouse-absent,Other-service,Own-child,White,4,0,25,United-States,Male_>60,<=50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,-4,0,40,United-States,Male_25–60,<=50K
Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Other,3973,0,40,United-States,Male_25–60,<=50K
Local-gov,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Unmarried,White,1,0,40,United-States,Female_25–60,>50K
Private,7th-8th,4,Divorced,Other-service,Not-in-family,White,7,0,40,United-States,Male_>60,<=50K
Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,6,0,59,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,-3,0,40,United-States,Female_>60,<=50K
State-gov,Bachelors,13,Divorced,Prof-specialty,Own-child,White,-2,0,39,United-States,Female_25–60,<=50K
State-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,2,0,24,United-States,Female_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,-1,0,56,United-States,Male_25–60,<=50K
Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,3435,0,47,United-States,Female_>60,<=50K
Private,Some-college,9,Divorced,Tech-support,Not-in-family,White,0,0,40,United-States,Male_25–60,<=50K
State-gov,Some-college,10,Never-married,Tech-support,Own-child,Black,3,0,39,United-States,Male_<25,<=50K
Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,-1,0,58,United-States,Female_25–60,<=50K
State-gov,Assoc-voc,11,Never-married,Farming-fishing,Other-relative,White,5,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,7,0,58,United-States,Male_25–60,<=50K
Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,6,0,40,United-States,Female_25–60,>50K
Self-emp-inc,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,100181,0,77,United-States,Male_25–60,>50K
Without-pay,Some-college,10,Never-married,Farming-fishing,Own-child,White,1,0,22,United-States,Male_<25,<=50K
Local-gov,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,6,0,40,United-States,Female_<25,<=50K
Private,Assoc-voc,11,Never-married,Other-service,Unmarried,White,-6,0,24,United-States,Female_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,3704,0,40,Outlying-US(Guam-USVI-etc),Male_>60,<=50K
Private,Some-college,10,Never-married,Machine-op-inspct,Other-relative,Black,7,0,58,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-AF-spouse,Transport-moving,Wife,White,12,0,108,United-States,Male_>60,<=50K
Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,-2,0,40,United-States,Male_<25,<=50K
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,99316,0,61,United-States,Male_25–60,<=50K
Private,Some-college,10,Separated,Adm-clerical,Other-relative,Other,5,0,47,United-States,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,-2,0,27,United-States,Female_25–60,>50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,1,0,39,United-States,Female_<25,<=50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,3,0,40,Vietnam,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Other-relative,White,6,0,22,United-States,Female_<25,<=50K
Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,-3,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Sales,Own-child,White,5,0,56,United-States,Male_<25,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,1,0,40,United-States,Male_25–60,>50K
Private,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,3778,0,40,Yugoslavia,Female_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,-4,0,40,United-States,Male_25–60,<=50K
Self-emp-inc,Assoc-voc,4,Married-civ-spouse,Exec-managerial,Husband,White,11,0,61,Yugoslavia,Male_25–60,>50K
State-gov,Masters,10,Never-married,Exec-managerial,Own-child,White,1,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,7,0,41,United-States,Male_25–60,>50K
State-gov,Some-college,10,Married-civ-spouse,Other-service,Wife,Black,9,0,40,Haiti,Female_25–60,<=50K
Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,-1,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,5,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,-3,0,39,United-States,Female_<25,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,7,0,40,Canada,Male_25–60,<=50K
Private,Some-college,10,Divorced,Craft-repair,Other-relative,White,3626,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,3352,0,38,United-States,Female_>60,>50K
Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,11,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Separated,Machine-op-inspct,Own-child,Black,5,0,40,United-States,Female_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,8,0,40,United-States,Female_25–60,>50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,6,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,3524,0,108,United-States,Male_25–60,<=50K
Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,7583,0,59,United-States,Male_25–60,>50K
Self-emp-inc,Some-college,10,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,2,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,White,-7,0,25,Ecuador,Female_25–60,<=50K
Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,0,0,40,United-States,Female_25–60,<=50K
Private,11th,7,Widowed,Machine-op-inspct,Unmarried,White,11,0,40,United-States,Female_>60,<=50K
Private,Assoc-voc,11,Never-married,Sales,Unmarried,Black,1,0,35,United-States,Female_<25,<=50K
Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,5,0,113,United-States,Male_25–60,<=50K
Local-gov,Some-college,14,Never-married,Exec-managerial,Own-child,White,-1,0,40,United-States,Male_25–60,<=50K
Private,12th,7,Married-civ-spouse,Transport-moving,Husband,White,-7,0,57,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,6,0,40,United-States,Female_25–60,>50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,-1,0,109,United-States,Male_25–60,>50K
State-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,6,0,22,United-States,Female_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,4,0,39,United-States,Female_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Sales,Wife,Other,5,0,40,United-States,Female_25–60,<=50K
Without-pay,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,-3,0,40,United-States,Female_>60,<=50K
Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,3,0,40,Mexico,Male_25–60,<=50K
Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,3,0,79,United-States,Male_>60,<=50K
Local-gov,12th,10,Never-married,Adm-clerical,Not-in-family,Other,5,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,0,2120,40,United-States,Male_25–60,>50K
Private,11th,7,Divorced,Adm-clerical,Not-in-family,White,3,0,40,Germany,Female_25–60,<=50K
State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,3835,0,22,United-States,Male_<25,<=50K
Local-gov,9th,4,Married-civ-spouse,Farming-fishing,Husband,Other,0,0,61,Puerto-Rico,Male_25–60,<=50K
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,3648,0,40,England,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,-6,0,56,United-States,Male_25–60,<=50K
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,-2,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,White,1,0,40,United-States,Female_25–60,<=50K
Private,7th-8th,4,Separated,Machine-op-inspct,Unmarried,White,3802,0,40,United-States,Female_25–60,<=50K
Private,12th,8,Never-married,Sales,Own-child,White,2,0,21,United-States,Male_<25,<=50K
Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,-4,0,40,China,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,7,0,58,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Other,2,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,14842,0,57,United-States,Male_25–60,<=50K
Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,12,0,40,United-States,Female_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,4,0,40,United-States,Male_>60,<=50K
Private,9th,5,Never-married,Handlers-cleaners,Own-child,White,-3,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,10,0,21,United-States,Male_<25,<=50K
Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,1,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,Assoc-voc,11,Widowed,Priv-house-serv,Unmarried,White,-4,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,9,1,40,Scotland,Male_25–60,>50K
Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,-2,0,57,United-States,Male_25–60,<=50K
Self-emp-not-inc,Prof-school,14,Married-civ-spouse,Exec-managerial,Husband,White,8,0,80,Greece,Male_25–60,>50K
Private,12th,7,Widowed,Adm-clerical,Not-in-family,White,7,0,40,United-States,Female_>60,<=50K
Private,Some-college,10,Married-AF-spouse,Prof-specialty,Husband,White,3,0,61,United-States,Male_25–60,<=50K
Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,3,0,23,United-States,Male_25–60,<=50K
Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,-1,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Separated,Other-service,Unmarried,Black,4,0,40,Jamaica,Female_25–60,<=50K
State-gov,12th,13,Married-civ-spouse,Protective-serv,Husband,White,-7,0,40,United-States,Male_25–60,<=50K
Private,7th-8th,5,Married-AF-spouse,Other-service,Wife,White,5,0,40,United-States,Female_25–60,<=50K
Local-gov,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,4,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Separated,Other-service,Not-in-family,Black,-1,0,40,United-States,Female_25–60,<=50K
Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,2,0,57,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,57,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,-2,0,37,United-States,Male_<25,<=50K
Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,-4,0,35,United-States,Male_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,6,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,7454,0,40,United-States,Male_25–60,>50K
Private,7th-8th,4,Divorced,Sales,Other-relative,White,0,0,22,United-States,Male_>60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,3,0,40,United-States,Male_>60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,Black,12,0,40,United-States,Male_<25,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,7,0,47,United-States,Male_25–60,>50K
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,2,0,58,United-States,Male_<25,<=50K
Private,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,3739,0,58,England,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,-2,0,39,Mexico,Male_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Black,1,0,40,Jamaica,Female_25–60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,100914,0,62,United-States,Male_25–60,>50K
Private,9th,5,Separated,Machine-op-inspct,Unmarried,White,-3,0,40,Columbia,Male_25–60,<=50K
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,3665,0,40,United-States,Male_25–60,<=50K
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,-8,0,40,United-States,Male_>60,<=50K
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,-2,0,40,Guatemala,Male_25–60,<=50K
Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,6,0,40,United-States,Male_25–60,<=50K
Local-gov,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,0,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,99926,0,40,United-States,Male_25–60,>50K
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,5,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Other-service,Husband,Asian-Pac-Islander,1,0,40,China,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,-4,0,20,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Other-service,Own-child,White,3,0,40,United-States,Female_<25,<=50K
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,9,0,22,United-States,Female_25–60,<=50K
Private,5th-6th,4,Widowed,Other-service,Not-in-family,White,-3,0,19,United-States,Female_>60,<=50K
Self-emp-not-inc,10th,4,Widowed,Adm-clerical,Not-in-family,White,3549,0,23,United-States,Female_>60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,5,0,37,United-States,Male_25–60,>50K
Private,HS-grad,14,Never-married,Tech-support,Not-in-family,White,0,0,37,United-States,Female_25–60,<=50K
Private,Assoc-voc,11,Widowed,Handlers-cleaners,Not-in-family,White,-2,0,40,United-States,Female_>60,<=50K
Private,Bachelors,10,Never-married,Craft-repair,Own-child,Black,0,0,40,United-States,Male_25–60,<=50K
Private,7th-8th,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,0,0,40,India,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,8,0,40,India,Male_25–60,>50K
Local-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,-2,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,1,0,57,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,2,1,40,Mexico,Male_25–60,<=50K
State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,5,0,40,United-States,Male_25–60,>50K
Private,Masters,14,Married-spouse-absent,Adm-clerical,Not-in-family,White,3653,0,40,United-States,Female_25–60,>50K
Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,-1,0,40,United-States,Male_>60,<=50K
Local-gov,Assoc-acdm,12,Never-married,Other-service,Own-child,White,-6,0,39,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Sales,Not-in-family,White,3,0,40,United-States,Male_25–60,<=50K
Private,9th,5,Never-married,Machine-op-inspct,Unmarried,White,9,0,40,United-States,Female_25–60,<=50K
Private,Doctorate,16,Married-civ-spouse,Sales,Husband,White,3663,0,21,United-States,Male_<25,>50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,-1,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,2,0,22,United-States,Female_25–60,<=50K
Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,3,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,2,0,40,Hong,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,2,0,40,United-States,Male_25–60,<=50K
Local-gov,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,-5,0,39,United-States,Male_<25,<=50K
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,15187,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,0,0,47,United-States,Male_25–60,<=50K
Private,12th,7,Married-civ-spouse,Transport-moving,Husband,White,-1,0,40,United-States,Male_25–60,<=50K
Federal-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,7,0,40,United-States,Male_25–60,>50K
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,6,0,47,United-States,Male_25–60,<=50K
Without-pay,Some-college,10,Married-civ-spouse,Other-service,Husband,White,-6,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0,23,United-States,Male_25–60,<=50K
State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,5,0,40,United-States,Male_25–60,>50K
Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,9,0,40,United-States,Female_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,7,0,40,United-States,Male_25–60,>50K
Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,10,0,23,United-States,Female_<25,<=50K
Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,6,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,-5,0,38,United-States,Male_>60,<=50K
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,7542,0,57,United-States,Male_>60,>50K
State-gov,Assoc-voc,16,Married-civ-spouse,Transport-moving,Husband,White,0,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,2,0,39,Philippines,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Private,11th,7,Widowed,Craft-repair,Not-in-family,White,-4,0,57,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Sales,Own-child,White,2,0,40,United-States,Female_<25,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,-1,1,39,United-States,Male_>60,<=50K
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,3705,0,57,United-States,Female_<25,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,10,0,58,United-States,Female_25–60,<=50K
State-gov,7th-8th,4,Widowed,Prof-specialty,Not-in-family,White,-4,0,40,Ireland,Female_>60,<=50K
Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,7748,0,48,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,4,0,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,-1,0,59,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,7,0,40,Yugoslavia,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,40,Scotland,Male_<25,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,1,0,37,United-States,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Widowed,Other-service,Not-in-family,Black,7,0,40,Haiti,Female_25–60,<=50K
Private,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Own-child,White,5,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,1,0,40,United-States,Female_25–60,<=50K
Private,5th-6th,3,Never-married,Machine-op-inspct,Unmarried,White,8,0,40,Mexico,Female_25–60,<=50K
Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,1,0,48,United-States,Female_25–60,<=50K
Federal-gov,HS-grad,9,Never-married,Other-service,Not-in-family,White,-2,0,40,El-Salvador,Female_25–60,<=50K
Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,7,0,40,United-States,Male_<25,<=50K
Self-emp-inc,HS-grad,14,Married-civ-spouse,Farming-fishing,Husband,White,3,0,47,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,-2,1,40,United-States,Male_25–60,<=50K
Private,HS-grad,4,Separated,Transport-moving,Other-relative,Other,-2,0,40,Mexico,Male_>60,<=50K
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,4,0,23,United-States,Male_<25,<=50K
Private,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,-2,0,56,United-States,Male_25–60,<=50K
Private,11th,7,Divorced,Craft-repair,Own-child,White,-2,0,33,United-States,Male_25–60,<=50K
Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,2,0,39,United-States,Female_25–60,<=50K
Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,3889,0,40,United-States,Female_25–60,>50K
Private,10th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,2,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,-4,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,5,0,40,United-States,Female_>60,<=50K
Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,4,0,40,United-States,Female_25–60,>50K
State-gov,Some-college,10,Never-married,Transport-moving,Unmarried,White,6,0,40,United-States,Male_<25,<=50K
Private,5th-6th,9,Married-spouse-absent,Adm-clerical,Other-relative,White,4096,0,40,Hungary,Female_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,-1,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,12th,7,Widowed,Exec-managerial,Not-in-family,White,4,0,20,United-States,Female_>60,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,7,1872,61,United-States,Male_25–60,>50K
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,4016,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,48,United-States,Male_25–60,<=50K
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,6,0,26,United-States,Female_>60,>50K
