workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,Sex_age,income
Private,5th-6th,5,Never-married,Priv-house-serv,Own-child,White,1,0,24,Guatemala,Female_25–60,<=50K
Private,Some-college,10,Never-married,Sales,Own-child,White,5,0,25,United-States,Female_<25,<=50K
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,6,0,47,United-States,Male_>60,>50K
Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,2,0,40,Canada,Female_25–60,<=50K
Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,9,0,58,United-States,Male_25–60,>50K
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,101575,0,58,United-States,Male_25–60,>50K
Private,Bachelors,11,Never-married,Prof-specialty,Unmarried,White,7,0,40,Germany,Female_25–60,>50K
Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,-2,0,37,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,Other,4,0,40,Outlying-US(Guam-USVI-etc),Female_<25,<=50K
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,-7,0,48,United-States,Male_25–60,<=50K
Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,-1,0,40,United-States,Female_25–60,<=50K
Private,10th,5,Divorced,Other-service,Not-in-family,White,-2,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,5,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,5,0,59,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,7,0,41,United-States,Female_25–60,>50K
Self-emp-not-inc,11th,7,Separated,Other-service,Unmarried,White,8,0,40,United-States,Female_25–60,<=50K
Private,11th,7,Never-married,Craft-repair,Own-child,Black,-1,0,20,United-States,Male_<25,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,3,0,58,Vietnam,Male_25–60,<=50K
Private,12th,7,Divorced,Handlers-cleaners,Not-in-family,White,16,0,47,United-States,Female_25–60,<=50K
Private,HS-grad,13,Never-married,Adm-clerical,Own-child,White,-7,0,40,United-States,Female_<25,<=50K
Private,Preschool,1,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,4,0,40,Haiti,Male_<25,<=50K
Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,5,0,36,United-States,Male_<25,<=50K
Local-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,White,-9,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,4,0,40,United-States,Male_25–60,>50K
Private,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,White,-3,0,40,United-States,Female_25–60,<=50K
Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,Black,3,0,39,United-States,Female_25–60,>50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,5,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,8,0,40,United-States,Female_25–60,>50K
State-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,2,0,40,United-States,Female_<25,<=50K
Private,Bachelors,13,Separated,Prof-specialty,Unmarried,White,-2,0,40,United-States,Female_25–60,<=50K
Private,1st-4th,3,Never-married,Priv-house-serv,Not-in-family,White,0,0,40,Guatemala,Female_25–60,<=50K
State-gov,Masters,14,Divorced,Tech-support,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,-2,0,22,Taiwan,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,8,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Exec-managerial,Own-child,White,5,0,40,United-States,Male_25–60,<=50K
Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,5,0,40,United-States,Male_25–60,<=50K
State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,0,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,3,0,40,United-States,Female_25–60,>50K
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,-3,1,58,United-States,Male_25–60,>50K
Private,Assoc-voc,11,Divorced,Adm-clerical,Other-relative,White,6,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,-2,0,40,United-States,Male_25–60,>50K
Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,-2,0,38,United-States,Female_>60,<=50K
Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,6,0,40,United-States,Male_>60,<=50K
State-gov,Some-college,10,Widowed,Adm-clerical,Unmarried,White,2,0,21,United-States,Female_25–60,<=50K
Private,Some-college,10,Widowed,Machine-op-inspct,Husband,White,3795,0,40,Outlying-US(Guam-USVI-etc),Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,7,0,62,Vietnam,Male_25–60,<=50K
Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,3,0,40,United-States,Female_25–60,<=50K
Private,7th-8th,4,Married-spouse-absent,Other-service,Unmarried,Black,6,0,40,Puerto-Rico,Female_25–60,<=50K
Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,0,0,119,United-States,Female_25–60,<=50K
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,-5,0,40,France,Male_25–60,>50K
Local-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,3,0,23,United-States,Female_25–60,<=50K
Private,9th,4,Never-married,Tech-support,Unmarried,White,-2,0,39,United-States,Female_25–60,<=50K
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,0,0,39,India,Male_25–60,<=50K
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,-1,0,40,United-States,Male_25–60,>50K
Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,4,0,40,United-States,Female_25–60,>50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,9,0,40,United-States,Female_25–60,<=50K
State-gov,Some-college,10,Married-civ-spouse,Sales,Husband,White,13,0,59,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,3,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,0,0,39,United-States,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,13,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,13,0,61,South,Male_25–60,<=50K
Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,15077,0,47,United-States,Male_25–60,>50K
Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,9,0,26,United-States,Male_<25,<=50K
Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Own-child,White,8,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Other,6,0,40,Puerto-Rico,Female_25–60,>50K
Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,3,0,22,United-States,Female_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Male_25–60,<=50K
Private,Masters,14,Married-civ-spouse,Sales,Husband,White,7632,0,58,Ireland,Male_25–60,>50K
Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,1,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,-3,0,40,United-States,Male_25–60,<=50K
Private,9th,5,Never-married,Other-service,Other-relative,White,4,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,-5,1866,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,10th,5,Never-married,Sales,Own-child,White,1,0,22,Mexico,Male_<25,<=50K
Self-emp-not-inc,Masters,14,Divorced,Tech-support,Not-in-family,White,8,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,1,0,40,Mexico,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,3936,0,40,Mexico,Male_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,Black,6,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,3,0,37,United-States,Male_25–60,<=50K
State-gov,Masters,14,Never-married,Exec-managerial,Own-child,White,-5,0,39,United-States,Female_25–60,<=50K
Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,5,0,40,United-States,Male_<25,<=50K
Private,5th-6th,13,Married-civ-spouse,Other-service,Wife,White,3,1,40,Columbia,Female_25–60,>50K
Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,2,0,58,United-States,Male_25–60,<=50K
Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,4,0,40,Canada,Female_>60,>50K
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,0,0,40,United-States,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,7,0,62,United-States,Male_25–60,<=50K
Private,11th,7,Divorced,Other-service,Unmarried,White,6,0,40,United-States,Female_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,1,0,40,United-States,Male_<25,<=50K
Private,11th,7,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,3,0,21,United-States,Female_>60,<=50K
Private,Assoc-voc,12,Married-civ-spouse,Adm-clerical,Husband,Black,6,0,40,United-States,Male_25–60,<=50K
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,4,2103,40,United-States,Male_25–60,>50K
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,-6,0,40,United-States,Male_25–60,<=50K
Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,14,0,40,Guatemala,Female_<25,<=50K
Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,Black,7,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Other,3,0,58,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Transport-moving,Unmarried,Black,8,0,40,United-States,Female_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,3884,0,62,United-States,Male_25–60,<=50K
Private,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Not-in-family,White,1,0,57,Mexico,Male_25–60,>50K
Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,-5,0,40,United-States,Male_25–60,>50K
Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,-1,0,40,Germany,Male_25–60,<=50K
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,4,0,40,United-States,Male_25–60,<=50K
Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,-3,0,40,United-States,Male_<25,<=50K
Local-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,-1,0,40,United-States,Male_25–60,<=50K
Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,-1,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,0,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,11,0,79,United-States,Male_25–60,>50K
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,-2,0,79,United-States,Male_25–60,<=50K
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,6,0,78,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,4,0,40,Philippines,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,-5,0,40,United-States,Male_25–60,<=50K
Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,-1,0,26,United-States,Male_<25,<=50K
Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,-2,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Other-service,Own-child,Black,-3,0,37,United-States,Female_25–60,<=50K
Private,11th,7,Divorced,Adm-clerical,Unmarried,White,1,0,40,United-States,Female_25–60,<=50K
Self-emp-inc,Masters,14,Widowed,Sales,Unmarried,White,5,0,108,United-States,Female_>60,<=50K
Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,-4,0,40,United-States,Female_25–60,<=50K
Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,1,0,40,Hong,Male_<25,<=50K
Private,10th,5,Married-AF-spouse,Machine-op-inspct,Other-relative,White,7,0,40,United-States,Female_>60,<=50K
Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,1,0,26,France,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,3,0,40,United-States,Male_25–60,<=50K
Private,HS-grad,9,Divorced,Machine-op-inspct,Husband,Other,8,0,40,United-States,Male_25–60,<=50K
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,4,1880,40,United-States,Female_25–60,>50K
Self-emp-inc,7th-8th,7,Married-civ-spouse,Craft-repair,Husband,White,9,0,57,Italy,Male_25–60,<=50K
Private,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,6,0,40,United-States,Female_>60,<=50K
Private,Preschool,4,Married-civ-spouse,Craft-repair,Husband,White,-2,0,40,United-States,Male_>60,<=50K
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,3669,0,24,United-States,Female_25–60,>50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,-5,0,37,United-States,Male_<25,<=50K
Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,-5,1851,57,United-States,Male_25–60,<=50K
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,4,0,40,United-States,Male_25–60,<=50K
Private,12th,8,Married-civ-spouse,Sales,Husband,White,-4,0,46,United-States,Male_25–60,<=50K
Private,11th,7,Never-married,Other-service,Not-in-family,White,2,0,40,United-States,Female_25–60,<=50K
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,4,0,40,United-States,Female_25–60,>50K
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,5,0,40,United-States,Male_25–60,>50K
Self-emp-not-inc,5th-6th,11,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,0,0,39,Greece,Male_>60,<=50K
Private,Assoc-voc,13,Never-married,Adm-clerical,Not-in-family,White,-10,0,40,United-States,Male_25–60,<=50K
State-gov,Some-college,10,Separated,Protective-serv,Unmarried,White,5,0,25,United-States,Female_25–60,<=50K
